file,round,process,target,metric,matrix,startnnz,endnnz,time
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,6,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,9,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,9,3,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,9,2,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,9,0,comp_rate,A,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,7,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,13,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,13,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,10,1,comp_rate,B,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,10,1,comp_rate,A,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,5,2,comp_rate,A,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,5,2,comp_rate,B,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,2,0,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,2,3,comp_rate,B,54034491,473653,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,0,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,0,1,comp_rate,B,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,0,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,10,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,10,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,5,1,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,5,1,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,0,1,comp_rate,A,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,11,2,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,12,3,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,12,2,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,12,0,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,3,2,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,3,2,comp_rate,A,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,3,3,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,3,0,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,14,2,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,6,0,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,5,7,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,0,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,0,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,2,comp_rate,A,54731851,448030,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,2,comp_rate,B,54731851,695535,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,3,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,1,comp_rate,B,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,1,comp_rate,A,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,3,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,2,comp_rate,A,54731851,695535,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,2,comp_rate,B,54731851,448030,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,3,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,1,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,0,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,1,comp_rate,A,1350581,695014,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,3,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,0,comp_rate,B,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,0,comp_rate,A,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,3,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,3,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,3,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,1,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,0,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,2,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,1,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,2,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,2,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,0,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,1,comp_rate,A,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,1,comp_rate,B,54034491,448057,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,3,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,1,comp_rate,B,1350581,695014,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,1,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,1,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,0,comp_rate,A,2086400,26710,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,0,comp_rate,B,2086400,26710,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,0,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,1,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,2,comp_rate,B,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,0,comp_rate,A,54731851,473680,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,1,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,1,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,0,comp_rate,A,54731851,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,3,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,2,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,1,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,0,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,1,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,3,comp_rate,A,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,3,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,0,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,1,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,2,comp_rate,B,2086400,75854,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,3,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,3,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,1,comp_rate,B,2086400,2062068,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,0,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,3,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,3,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,2,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,1,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,2,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,2,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,1,comp_rate,A,54034491,448057,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,1,comp_rate,B,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,0,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,2,comp_rate,A,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,3,comp_rate,A,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,3,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,0,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,0,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,2,comp_rate,A,2086400,75854,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,15,1,comp_rate,A,2086400,2062068,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,0,comp_rate,A,2086400,2009600,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,0,comp_rate,B,2086400,2009600,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,3,comp_rate,A,2086400,76800,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,1,comp_rate,A,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,3,comp_rate,B,2086400,76800,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,2,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,0,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,3,comp_rate,B,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,8,3,comp_rate,A,54034491,473653,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,0,comp_rate,B,54731851,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,0,comp_rate,B,54731851,473680,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,0,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,2,3,comp_rate,B,54034491,473653,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,1,comp_rate,B,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,2,comp_rate,B,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,2,comp_rate,A,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,3,comp_rate,A,2086400,27362,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,3,comp_rate,B,2086400,27362,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,1,comp_rate,B,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,0,1,comp_rate,A,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,10,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,1,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,5,1,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,2,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,9,0,comp_rate,A,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,2,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,12,0,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,3,0,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,11,2,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,13,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,6,0,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,14,2,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,6,7,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,3,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,1,comp_rate,B,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,2,comp_rate,B,54731851,448030,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,2,comp_rate,A,54731851,695535,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,0,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,0,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,3,comp_rate,A,2086400,27362,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,0,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,3,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,1,comp_rate,A,1350581,695014,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,0,comp_rate,B,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,0,comp_rate,A,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,3,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,2,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,2,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,1,comp_rate,B,54034491,448057,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,0,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,2,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,0,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,1,comp_rate,A,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,3,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,1,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,3,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,1,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,0,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,3,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,1,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,0,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,2,comp_rate,B,54731851,695535,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,2,comp_rate,A,54731851,448030,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,1,comp_rate,A,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,1,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,0,comp_rate,B,54731851,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,1,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,3,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,1,comp_rate,B,1350581,695014,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,1,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,3,comp_rate,A,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,0,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,2,comp_rate,B,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,1,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,3,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,0,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,0,comp_rate,B,2086400,26710,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,0,comp_rate,A,2086400,26710,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,2,comp_rate,B,2086400,75854,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,2,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,0,comp_rate,A,54731851,473680,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,2,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,2,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,1,comp_rate,A,54034491,448057,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,0,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,1,comp_rate,B,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,3,comp_rate,A,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,1,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,3,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,3,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,2,comp_rate,A,2086400,75854,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,1,comp_rate,B,2086400,2062068,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,1,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,3,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,0,comp_rate,B,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,0,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,3,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,2,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,1,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,1,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,0,comp_rate,A,54731851,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,0,comp_rate,B,54731851,473680,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,1,comp_rate,A,1350581,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,0,comp_rate,B,2086400,2009600,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,0,comp_rate,A,2086400,2009600,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,3,comp_rate,A,2086400,76800,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,3,comp_rate,B,2086400,76800,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,0,comp_rate,A,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,3,comp_rate,A,54034491,473653,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,8,3,comp_rate,B,54034491,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,2,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,2,comp_rate,B,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,3,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,2,comp_rate,A,221855,221855,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,9,0,comp_rate,A,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,13,3,comp_rate,A,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,0,comp_rate,B,54034491,54034491,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,2,3,comp_rate,B,54034491,473653,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,1,comp_rate,B,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,1,comp_rate,A,2086400,24812,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,3,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,2,comp_rate,B,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,2,comp_rate,A,2086400,25442,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,3,comp_rate,B,2086400,27362,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,1,comp_rate,B,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,0,1,comp_rate,A,2086400,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,15,1,comp_rate,A,2086400,2062068,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,2,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,10,2,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,1,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,5,1,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,11,2,comp_rate,A,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,12,0,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,14,2,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,2,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,2,comp_rate,A,247478,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,3,comp_rate,B,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,3,0,comp_rate,A,247478,247478,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,6,0,comp_rate,B,221855,0,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,7,7,3,comp_rate,B,54731851,54731851,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,0,0,comp_rate,A,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,0,0,comp_rate,B,2086400,2086400,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,7,2,comp_rate,B,54731851,448030,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,11,3,comp_rate,B,1350581,1350581,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,11,1,comp_rate,A,1350581,695014,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,13,2,comp_rate,B,54731851,695535,
hns_4x4x1_nlpkkt160_main_Acsc_spcomm.out,8,13,2,comp_rate,A,54731851,448030,
